benchmark,operation,mata-runtime-0,mata-runtime-1,mona-runtime-0,mona-runtime-1
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all104-smt2_0.mata,projection,902,1931,1364,1464
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all104-smt2_0.mata,projection,978,2126,1209,1300
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all104-smt2_0.mata,projection,901,1989,1581,1690
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all103-smt2_0.mata,projection,415,7315,157,195
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all103-smt2_0.mata,projection,453,7391,149,186
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all103-smt2_0.mata,projection,413,7040,154,193
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all223-smt2_1.mata,projection,281,3021,86,109
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all223-smt2_1.mata,projection,280,3196,122,158
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all223-smt2_1.mata,projection,269,2956,94,120
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all92-smt2_0.mata,projection,2258,11286,2427,2558
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all92-smt2_0.mata,projection,2227,11192,2449,2584
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all92-smt2_0.mata,projection,2144,10955,2488,2631
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_1.mata,projection,202,200,57,79
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_1.mata,projection,173,244,56,87
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_1.mata,projection,182,173,56,78
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all231-smt2_0.mata,projection,169,709,47,61
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all231-smt2_0.mata,projection,148,743,56,70
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all231-smt2_0.mata,projection,172,756,43,56
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_2.mata,projection,849,1079,923,1031
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_2.mata,projection,812,1048,829,940
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all77-smt2_2.mata,projection,775,1017,913,1017
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_5.mata,projection,2533,26555,1263,1777
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_5.mata,projection,2708,27581,1340,1854
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_5.mata,projection,2886,27767,1455,1966
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all228-smt2_0.mata,projection,128,167,34,44
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all228-smt2_0.mata,projection,111,168,32,43
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all228-smt2_0.mata,projection,106,169,30,40
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_2.mata,projection,14631,55095,46631,49840
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_2.mata,projection,16034,56267,40227,43014
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_2.mata,projection,12612,51512,42281,46225
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all12-smt2_0.mata,projection,316,3707,100,132
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all12-smt2_0.mata,projection,317,3689,100,133
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all12-smt2_0.mata,projection,312,3640,96,127
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace9-smt2_0.mata,projection,684,693,242,262
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace9-smt2_0.mata,projection,551,585,257,277
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace9-smt2_0.mata,projection,567,678,242,262
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_1.mata,projection,535,1462,172,243
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_1.mata,projection,559,1417,181,255
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_1.mata,projection,572,1457,171,242
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace47-smt2_0.mata,projection,1675,26219,699,912
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace47-smt2_0.mata,projection,1737,27863,825,1069
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace47-smt2_0.mata,projection,1826,28941,847,1127
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all19-smt2_0.mata,projection,160,818,53,68
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all19-smt2_0.mata,projection,167,826,46,62
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all19-smt2_0.mata,projection,159,757,49,63
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all9-smt2_0.mata,projection,372,381,196,209
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all9-smt2_0.mata,projection,345,343,162,176
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all9-smt2_0.mata,projection,309,339,133,146
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all22-smt2_0.mata,projection,394,670,111,157
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all22-smt2_0.mata,projection,422,702,135,194
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all22-smt2_0.mata,projection,412,691,116,167
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all203-smt2_0.mata,projection,489,7574,139,181
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all203-smt2_0.mata,projection,433,7031,134,165
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all203-smt2_0.mata,projection,444,6959,128,159
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all37-smt2_0.mata,projection,927,1841,1289,1372
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all37-smt2_0.mata,projection,958,1914,1296,1382
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all37-smt2_0.mata,projection,882,1911,1282,1372
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_2.mata,projection,7894,25404,22033,24556
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_2.mata,projection,7831,25597,19659,22088
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_2.mata,projection,7937,26794,15150,17045
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace44-smt2_0.mata,projection,135,132,42,58
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace44-smt2_0.mata,projection,151,134,38,53
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace44-smt2_0.mata,projection,144,140,39,53
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace37-smt2_0.mata,projection,1157,2857,2220,2346
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace37-smt2_0.mata,projection,1238,3001,1761,1879
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace37-smt2_0.mata,projection,1284,3289,1679,1798
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all101-smt2_reverse_2.mata,projection,3400,6737,4032,4526
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all101-smt2_reverse_2.mata,projection,3335,7486,4078,4553
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all101-smt2_reverse_2.mata,projection,3812,6460,4565,5109
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all143-smt2_0.mata,projection,192,995,68,97
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all143-smt2_0.mata,projection,239,1020,65,92
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all143-smt2_0.mata,projection,213,1022,66,94
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace62-smt2_0.mata,projection,1500,14427,2217,2288
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace62-smt2_0.mata,projection,1688,14726,2159,2232
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace62-smt2_0.mata,projection,1497,14782,2444,2514
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all80-smt2_0.mata,projection,455,528,126,185
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all80-smt2_0.mata,projection,445,579,113,165
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all80-smt2_0.mata,projection,415,585,115,169
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_0.mata,projection,1546,4623,676,967
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_0.mata,projection,1420,4510,673,957
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_0.mata,projection,1406,4436,630,902
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all165-smt2_0.mata,projection,144,707,43,54
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all165-smt2_0.mata,projection,148,712,44,56
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all165-smt2_0.mata,projection,158,776,42,53
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_0.mata,projection,961,2283,333,563
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_0.mata,projection,854,2381,292,431
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace54-smt2_0.mata,projection,1040,2083,350,528
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_1.mata,projection,1562,9819,662,1092
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_1.mata,projection,1496,9770,742,1030
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_1.mata,projection,1676,9680,741,996
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace153-smt2_0.mata,projection,1140,3036,567,823
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace153-smt2_0.mata,projection,1137,2915,483,726
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace153-smt2_0.mata,projection,1108,2948,592,872
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all4-smt2_0.mata,projection,142,488,41,54
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all4-smt2_0.mata,projection,164,482,43,57
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all4-smt2_0.mata,projection,128,448,49,63
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_reverse_2.mata,projection,15524,60146,47742,51024
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_reverse_2.mata,projection,12827,53675,36593,39215
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace63-smt2_reverse_2.mata,projection,13050,52962,50172,53639
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all76-smt2_0.mata,projection,244,250,114,133
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all76-smt2_0.mata,projection,252,262,111,130
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all76-smt2_0.mata,projection,249,252,107,125
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace11-smt2_0.mata,projection,926,2075,295,442
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace11-smt2_0.mata,projection,989,2333,279,417
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace11-smt2_0.mata,projection,925,2167,311,450
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all167-smt2_0.mata,projection,335,2085,162,222
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all167-smt2_0.mata,projection,411,2074,148,207
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all167-smt2_0.mata,projection,376,2038,149,206
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all154-smt2_0.mata,projection,1073,2117,324,470
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all154-smt2_0.mata,projection,922,2031,295,428
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all154-smt2_0.mata,projection,879,2041,307,447
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all6-smt2_0.mata,projection,195,1016,57,79
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all6-smt2_0.mata,projection,184,948,59,80
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all6-smt2_0.mata,projection,184,957,65,89
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all220-smt2_0.mata,projection,191,1173,53,69
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all220-smt2_0.mata,projection,175,1038,54,70
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all220-smt2_0.mata,projection,187,1190,50,66
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all0-smt2_0.mata,projection,232,1833,77,102
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all0-smt2_0.mata,projection,233,1856,108,134
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all0-smt2_0.mata,projection,248,1834,80,106
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_2.mata,projection,5982,15902,10234,11386
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_2.mata,projection,5463,15319,10762,11943
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all221-smt2_2.mata,projection,5497,14322,8237,9395
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_1.mata,projection,1165,5762,490,712
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_1.mata,projection,1316,5635,469,658
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all26-smt2_1.mata,projection,1191,5778,584,839
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all24-smt2_0.mata,projection,421,836,146,205
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all24-smt2_0.mata,projection,413,836,138,195
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all24-smt2_0.mata,projection,420,836,139,199
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all25-smt2_0.mata,projection,361,650,179,241
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all25-smt2_0.mata,projection,351,680,126,179
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all25-smt2_0.mata,projection,350,643,119,171
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all230-smt2_2.mata,projection,226,1259,68,93
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all230-smt2_2.mata,projection,209,1154,69,94
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all230-smt2_2.mata,projection,202,1152,89,118
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace35-smt2_reverse_2.mata,projection,7110,20157,14139,15511
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace35-smt2_reverse_2.mata,projection,7662,20798,15478,16919
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace35-smt2_reverse_2.mata,projection,7565,20164,15303,16635
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace23-smt2_0.mata,projection,582,1519,169,240
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace23-smt2_0.mata,projection,530,1417,185,266
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-str_replace23-smt2_0.mata,projection,597,1511,194,275
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all188-smt2_0.mata,projection,12620,55003,14371,22704
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all188-smt2_0.mata,projection,10860,53422,14303,22149
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-str-rep-all-str_replace_all188-smt2_0.mata,projection,11953,57270,8199,13378
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_4.mata,projection,2786,28444,1281,1785
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_4.mata,projection,2889,28150,1281,1750
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all47-smt2_4.mata,projection,3047,29072,1259,1744
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace101-smt2_reverse_2.mata,projection,4466,10145,9962,10876
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace101-smt2_reverse_2.mata,projection,4534,9429,6684,7466
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-lan_replace101-smt2_reverse_2.mata,projection,4430,9327,7352,8079
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all11-smt2_1.mata,projection,565,1301,169,242
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all11-smt2_1.mata,projection,511,1270,149,212
../benchmarks/non-incremental-QF_SLIA-20230403-webapp/projection/non-incremental-QF_SLIA-20230403-webapp-lan-rep-all-lan_replace_all11-smt2_1.mata,projection,530,1282,151,216
